Negotiation_ID,Product_Name,Listed_Price,Offered_Price,Final_Price,Discount_%,Buyer_Message,Seller_Message,Sentiment,Outcome
NEG0835,Home Painting,8475.044521191214,6422.875657532368,7498.823499573972,11.523890931066735,Can you please lower the price a bit?,"Sorry, the price is already discounted.",Negative,Pending
NEG0793,Bed,2046.0,1900.0,1971.0,3.67,Can you make it a round number?,This is the best price I can offer.,Positive,Pending
NEG0353,Sunglasses,7480.1364057202545,4803.195867411891,6383.49384032625,14.665488034845811,"If I pay in cash, can I get a discount?","Alright, let’s meet halfway.",Positive,Pending
NEG0686,Kurta,1769.5153584994264,1248.8524066320676,1400.5906530899754,21.02094168145862,Is there any discount if I buy more?,"Okay deal, I’ll accept that price.",Positive,Pending
NEG0747,Shoes,8194.314586315231,6636.692303792919,7778.866813772235,5.068243529342257,Can you please lower the price a bit?,"Alright, let’s meet halfway.",Neutral,Pending
NEG0867,Table,4042.0,2231.0,3078.0,23.85,Is there any discount if I buy more?,"Price firm, can’t reduce further.",Positive,Pending
NEG0249,Sunglasses,4108.119239781594,3636.2037114893365,3820.109214969984,6.911501688593965,Can you make it a round number?,"Okay, I can reduce a little for you.",Positive,Pending
NEG0645,Home Painting,6530.460059269512,4927.881145002043,5229.025547201675,19.89905177095422,Is there any discount if I buy more?,"Okay, I can reduce a little for you.",Negative,Pending
NEG0422,Saree,4850.837740109962,3694.709925982223,3828.709925982223,20.911941385085704,Is there any discount if I buy more?,"Okay deal, I’ll accept that price.",Neutral,Pending
NEG0114,Bed,2030.4728994177703,1427.1030343464677,1617.156788179056,20.37055095828201,"That's too expensive, I can pay less.","Alright, let’s meet halfway.",Neutral,Pending
NEG0667,Jacket,7910.0,5401.0,6747.0,14.7,Can you please lower the price a bit?,"Alright, let’s meet halfway.",Neutral,Pending
NEG0316,Cupboard,1660.5062401549574,1492.8771984573086,1577.7268106051426,4.640725922415607,"That's too expensive, I can pay less.","If you buy more, I can give a small discount.",Negative,Pending
NEG0643,Catering,2132.646151640399,1613.5863320775702,2034.781194957516,4.566546985723572,Can you make it a round number?,"Price firm, can’t reduce further.",Neutral,Pending
NEG0253,Sunglasses,4106.1847318666,3635.937118525786,3819.9998434977583,6.869940529148145,Can you make it a round number?,"Okay, I can reduce a little for you.",Positive,Pending
NEG0630,Cupboard,6046.161218561203,3340.484358313334,3663.1508541856333,39.37238116858397,Is there any discount if I buy more?,"Sorry, the price is already discounted.",Positive,Pending
NEG0539,Chair,4646.6790229263415,3103.947029749024,4238.173851224607,8.78522891207654,Is there any discount if I buy more?,"Alright, let’s meet halfway.",Neutral,Pending
NEG0361,Sunglasses,7682.699048595678,5147.2501306833365,5223.0005512595435,32.029117884704505,Is there any discount if I buy more?,"Alright, let’s meet halfway.",Neutral,Pending
NEG0287,Belt,4363.0,3387.0,3687.0,15.49,"That's too expensive, I can pay less.","Okay, I can reduce a little for you.",Neutral,Pending
NEG0746,Cupboard,6083.024950182638,3375.5558389813355,3602.097548828135,40.81660003982338,"I’m a regular customer, please give a better deal.","Sorry, the price is already discounted.",Neutral,Pending
NEG0987,Jacket,746.9023258146748,418.8236382280653,526.0943611997665,27.476292484198893,Is there any discount if I buy more?,"Okay, I can reduce a little for you.",Negative,Pending
NEG0717,Home Painting,3555.7299653393134,1844.5510208832925,3193.463788482932,10.213835231418543,"That's too expensive, I can pay less.","Okay deal, I’ll accept that price.",Negative,Pending
NEG0113,Saree,9418.027585852518,6914.060653396154,8557.98925977106,9.127590801290165,"That's too expensive, I can pay less.","Okay deal, I’ll accept that price.",Negative,Pending
NEG0503,Belt,9209.621347781995,5087.370247227065,7697.147686514203,16.372986050798218,Can you please lower the price a bit?,"Price firm, can’t reduce further.",Neutral,Pending
NEG0090,Plumbing,3208.281391789914,1823.5423094476103,2792.408734126157,12.974220678177147,Can you please lower the price a bit?,"Price firm, can’t reduce further.",Neutral,Pending
NEG0038,Bed,7292.0,6902.0,7216.0,1.04,Can you make it a round number?,"If you buy more, I can give a small discount.",Negative,Pending
NEG0113,Sunglasses,8982.64364311845,6864.427147919531,8217.027491998197,8.524496218564181,Can you make it a round number?,"If you buy more, I can give a small discount.",Negative,Pending
NEG0700,Belt,2099.997178334525,1721.5093271719866,2010.747922940692,4.228720803600295,Can you make it a round number?,"Sorry, the price is already discounted.",Neutral,Pending
NEG0374,Jeans,5233.0,3126.0,4204.0,19.66,Is there any discount if I buy more?,"Price firm, can’t reduce further.",Neutral,Pending
NEG0850,Cleaning Service,8731.278950795155,8070.523670086225,8463.891478939417,3.062796785810134,Is there any discount if I buy more?,"Price firm, can’t reduce further.",Negative,Pending
NEG0877,Table,1599.0022489810547,1004.8489735490737,1246.799755889292,21.81816815373226,"That's too expensive, I can pay less.","Sorry, the price is already discounted.",Neutral,Pending
NEG0510,Bed,9166.952238703017,5126.453638688119,7957.572948297361,13.206204968650274,Can you make it a round number?,"Okay, I can reduce a little for you.",Negative,Pending
NEG0341,Jacket,5351.028610066914,3209.699618501241,4125.152493328227,22.62865277675419,Is there any discount if I buy more?,"Okay, I can reduce a little for you.",Negative,Pending
NEG0536,Sunglasses,4828.594780385017,3513.697500173249,3933.265918931659,18.391505167084368,"That's too expensive, I can pay less.","Price firm, can’t reduce further.",Neutral,Pending
NEG0217,Chair,6333.445646281278,5742.228205478749,5787.996429059686,8.631636692767055,"If I pay in cash, can I get a discount?","Okay, I can reduce a little for you.",Neutral,Pending
NEG0668,Sunglasses,8714.223294514715,5684.45881185835,6394.715056886385,26.63887576079946,Can you please lower the price a bit?,"Okay, I can reduce a little for you.",Neutral,Pending
NEG0882,Kurta,6383.0,3290.0,4015.0,37.1,Can you make it a round number?,"If you buy more, I can give a small discount.",Negative,Pending
NEG0487,Catering,8721.0,4582.0,6989.0,19.86,Can you make it a round number?,"Okay, I can reduce a little for you.",Positive,Pending
NEG0625,Bed,8291.07905469428,4420.260105445106,7775.130827768576,6.219336560604854,"If I pay in cash, can I get a discount?","Alright, let’s meet halfway.",Negative,Pending
NEG0203,Shoes,4818.891716123692,4396.845967783657,4713.736058051499,2.1833161937119354,"That's too expensive, I can pay less.","Okay deal, I’ll accept that price.",Neutral,Pending
NEG0343,Sofa,8546.0,5259.0,8197.0,4.08,Can you make it a round number?,This is the best price I can offer.,Negative,Pending
NEG0296,Watch,9674.0,7193.0,8713.0,9.93,"That's too expensive, I can pay less.","Okay, I can reduce a little for you.",Negative,Pending
NEG0985,Plumbing,1218.9104227659618,924.3172700000043,1116.21057468086,8.6918279297868,Is there any discount if I buy more?,"Price firm, can’t reduce further.",Neutral,Pending
NEG0575,Bed,4618.9914930514005,2983.365429682826,4152.186906797888,10.142040847426195,Is there any discount if I buy more?,"Alright, let’s meet halfway.",Negative,Pending
NEG0536,Bed,4640.0,3007.0,4308.0,7.16,Is there any discount if I buy more?,"Alright, let’s meet halfway.",Neutral,Pending
NEG0408,Sofa,9699.813934431211,7153.384556070915,8727.568260025535,10.019454228226966,Is there any discount if I buy more?,"Okay deal, I’ll accept that price.",Negative,Pending
NEG0574,Chair,9789.0,6367.0,8557.0,12.59,Is there any discount if I buy more?,"Okay deal, I’ll accept that price.",Positive,Pending
NEG0279,Sofa,9237.359460384187,7054.90678575054,8559.941104830943,7.294478031377713,"I’m a regular customer, please give a better deal.","Price firm, can’t reduce further.",Negative,Pending
NEG0936,Sunglasses,8522.710550870876,4922.333333361045,6319.773109189205,25.856349206837464,"If I pay in cash, can I get a discount?","Okay, I can reduce a little for you.",Negative,Pending
NEG0482,Belt,8808.482093441442,4684.364104739525,7154.109882104421,18.822281374349803,Can you make it a round number?,"Okay, I can reduce a little for you.",Neutral,Pending
NEG0705,Kurta,6848.787730038748,6038.387296988516,6157.188177544455,10.03223182949908,"I’m a regular customer, please give a better deal.","Okay, I can reduce a little for you.",Negative,Pending
NEG0069,Saree,3096.2465479816706,1735.2756531774376,1828.839972252173,40.792434682256236,Can you please lower the price a bit?,"Okay deal, I’ll accept that price.",Negative,Pending
NEG0659,T-shirt,9260.319228900677,8156.62867052453,8270.867038258404,10.601495253713988,"That's too expensive, I can pay less.","If you buy more, I can give a small discount.",Neutral,Pending
NEG0343,Sofa,8546.0,5259.0,8197.0,4.08,Can you make it a round number?,This is the best price I can offer.,Negative,Pending
NEG0951,Bed,1846.7085906895456,1585.2325178619094,1722.1935589999546,6.739233175859097,"I’m a regular customer, please give a better deal.","Price firm, can’t reduce further.",Negative,Pending
NEG0969,Plumbing,820.2531705211659,479.124874499653,527.2297526988202,35.76373209982651,"If I pay in cash, can I get a discount?","Price firm, can’t reduce further.",Neutral,Pending
NEG0981,Plumbing,1248.8369674154055,952.9535018102553,1177.4179058667273,5.7230599419968105,"I’m a regular customer, please give a better deal.","Price firm, can’t reduce further.",Neutral,Pending
NEG0637,Jacket,6851.512995034483,3526.1941069255095,4240.622181146123,38.11308493111831,"That's too expensive, I can pay less.",This is the best price I can offer.,Neutral,Pending
NEG0354,Chair,2673.4280024841005,2042.1769265352923,2414.8147870581784,9.537546267577312,Is there any discount if I buy more?,"Okay, I can reduce a little for you.",Negative,Pending
NEG0412,Table,3292.6084883968742,2561.7098456643653,3191.144488835719,2.8873601685350625,Can you please lower the price a bit?,"Sorry, the price is already discounted.",Negative,Pending
NEG0348,Cleaning Service,4434.147115568279,3409.721175616967,3750.34388353821,15.42114795267586,"That's too expensive, I can pay less.","Okay, I can reduce a little for you.",Neutral,Pending
NEG0454,Sofa,8373.0,6643.0,8345.0,0.33,"That's too expensive, I can pay less.","Price firm, can’t reduce further.",Negative,Pending
NEG0908,T-shirt,4091.6281135742647,2273.0952749067424,3010.2044519922993,26.393440820681068,"I’m a regular customer, please give a better deal.","Okay deal, I’ll accept that price.",Neutral,Pending
NEG0237,Watch,9140.0,6912.0,8400.0,8.1,Can you please lower the price a bit?,"If you buy more, I can give a small discount.",Negative,Pending
NEG0640,Table,1110.0,907.0,1025.0,7.66,Can you please lower the price a bit?,"Okay, I can reduce a little for you.",Neutral,Pending
NEG0351,Tutoring,3237.145681830717,2446.21921987837,3229.9855034406983,0.20601545154290068,"If I pay in cash, can I get a discount?","Sorry, the price is already discounted.",Negative,Pending
NEG0953,Sunglasses,828.2129515015919,492.8776021131693,651.7749521678726,21.40481574318669,"If I pay in cash, can I get a discount?","Okay deal, I’ll accept that price.",Negative,Pending
NEG0506,Bed,9300.62652441236,5109.291001616857,7757.253855802551,16.49081666992953,Can you please lower the price a bit?,"Okay, I can reduce a little for you.",Neutral,Pending
NEG0534,Catering,7908.100006258885,5778.686843917046,6312.869850709541,20.119007308050822,"I’m a regular customer, please give a better deal.","Price firm, can’t reduce further.",Neutral,Pending
NEG0592,Home Painting,9336.673918671338,5078.769765505324,7429.750891165551,20.337026262545777,Is there any discount if I buy more?,"Sorry, the price is already discounted.",Neutral,Pending
NEG0390,Jeans,5238.356968716208,3171.916874710352,4241.881421636041,19.020990160280935,Is there any discount if I buy more?,"Okay, I can reduce a little for you.",Negative,Pending
NEG0453,Bed,9094.925890979819,5107.820410353099,7848.7470167062465,13.636709774107665,Can you make it a round number?,"Price firm, can’t reduce further.",Negative,Pending
NEG0458,Home Painting,5785.770228073571,3203.849526208697,3384.607414316244,41.46566125247948,Can you please lower the price a bit?,"Price firm, can’t reduce further.",Negative,Pending
NEG0818,Cleaning Service,7072.947129522279,6218.900223553473,6320.118538834051,10.578111949746452,Is there any discount if I buy more?,"Price firm, can’t reduce further.",Negative,Pending
NEG0111,Plumbing,3229.578368197161,1920.0886024937963,2852.608187437308,11.699241690596631,"If I pay in cash, can I get a discount?","Price firm, can’t reduce further.",Neutral,Pending
NEG0579,Plumbing,8604.0,7849.0,8597.0,0.08,Can you please lower the price a bit?,"Alright, let’s meet halfway.",Positive,Pending
NEG0476,Kurta,7738.0,5674.0,6354.0,17.89,Can you please lower the price a bit?,"Price firm, can’t reduce further.",Negative,Pending
NEG0476,Kurta,7738.0,5674.0,6354.0,17.89,Can you please lower the price a bit?,"Price firm, can’t reduce further.",Negative,Pending
NEG0818,Shoes,1944.0492828778274,1623.4260756832587,1773.6610821069808,8.761716427236582,"That's too expensive, I can pay less.","Okay deal, I’ll accept that price.",Neutral,Pending
NEG0559,Chair,9108.454685157933,4670.921609665382,5103.146152015846,43.89123660165539,"If I pay in cash, can I get a discount?","Okay deal, I’ll accept that price.",Positive,Pending
NEG0976,Cupboard,4729.0,3195.0,3964.0,16.18,"That's too expensive, I can pay less.","Sorry, the price is already discounted.",Negative,Pending
NEG0426,Plumbing,6371.8336436922655,5585.916008385005,5612.241762545872,11.8689350609894,"If I pay in cash, can I get a discount?","Price firm, can’t reduce further.",Positive,Pending
NEG0304,Plumbing,5047.907027824581,3659.6852854137464,3852.407247470278,23.681274523612313,"Your price seems high, can we settle in between?","Okay, I can reduce a little for you.",Neutral,Pending
NEG0859,Shoes,9253.0,5405.0,9117.0,1.47,Can you make it a round number?,"Alright, let’s meet halfway.",Negative,Pending
NEG0809,Plumbing,1488.6275602595608,1014.0982491402602,1203.9447789834608,18.500761308359984,"That's too expensive, I can pay less.","Sorry, the price is already discounted.",Neutral,Pending
NEG0642,Shoes,4712.117753535025,3651.96635613285,3835.7417104494984,18.490796503048134,Can you please lower the price a bit?,"Okay, I can reduce a little for you.",Negative,Pending
NEG0563,Cupboard,3335.6227998157674,2721.5146647992706,3066.812547830092,7.8059831545207725,"If I pay in cash, can I get a discount?","Price firm, can’t reduce further.",Positive,Pending
NEG0268,Cleaning Service,2810.0,1840.0,1958.0,30.32,Is there any discount if I buy more?,"Price firm, can’t reduce further.",Neutral,Pending
NEG0507,Cleaning Service,7569.0,4690.0,4859.0,35.8,"That's too expensive, I can pay less.","If you buy more, I can give a small discount.",Neutral,Pending
NEG0081,Catering,3320.8703935917383,2150.485140365785,3015.4256861599006,9.20674193145419,Can you make it a round number?,"Price firm, can’t reduce further.",Positive,Pending
NEG0407,Saree,8429.683198649444,6700.264564789437,8404.154004744418,0.30093169300028577,"I’m a regular customer, please give a better deal.","Okay, I can reduce a little for you.",Negative,Pending
NEG0156,Shoes,6597.240432899684,3752.5731351225295,4069.110994354751,38.24054538418581,"If I pay in cash, can I get a discount?","Okay, I can reduce a little for you.",Neutral,Pending
NEG0379,Jeans,6424.116394873431,4196.761111214662,4673.619375590062,27.275846891929728,"That's too expensive, I can pay less.","If you buy more, I can give a small discount.",Negative,Pending
NEG0421,Sunglasses,3649.0,2611.0,3060.0,16.14,"Your price seems high, can we settle in between?",This is the best price I can offer.,Positive,Pending
NEG0685,Sofa,4600.0,3684.0,3818.0,17.0,Can you make it a round number?,"Okay, I can reduce a little for you.",Negative,Pending
NEG0591,Table,4657.0,2656.0,3394.0,27.12,Can you make it a round number?,"Okay, I can reduce a little for you.",Negative,Pending
NEG0330,Tutoring,9542.012297640867,7194.057593768904,8681.06066817912,8.969704857835797,"I’m a regular customer, please give a better deal.","Okay, I can reduce a little for you.",Negative,Pending
NEG0925,Jacket,1253.0879048882957,967.8868328213094,1164.8241902234088,7.023986942743772,"That's too expensive, I can pay less.","Price firm, can’t reduce further.",Negative,Pending
NEG0502,Cleaning Service,7558.74160782448,4675.564976724447,4876.329355353647,35.47209782153247,"I’m a regular customer, please give a better deal.","If you buy more, I can give a small discount.",Negative,Pending
NEG0396,Catering,2682.952444524712,2028.423186139678,2301.7035317205855,13.717891905282443,Can you please lower the price a bit?,"Okay deal, I’ll accept that price.",Neutral,Pending
NEG0462,Kurta,9433.29649551958,7077.559092361417,7919.735908796406,15.94978455161893,Can you make it a round number?,"Okay, I can reduce a little for you.",Negative,Pending
NEG0587,Chair,2165.134069757648,1506.1957138566636,2058.695912460491,4.902706694020107,Can you make it a round number?,"Price firm, can’t reduce further.",Neutral,Pending
NEG0508,Shoes,3303.0,2197.0,2285.0,30.82,"That's too expensive, I can pay less.","Okay deal, I’ll accept that price.",Negative,Pending
NEG0289,Plumbing,6485.751082682985,4148.076416770582,4805.386021591101,25.899378689191835,"That's too expensive, I can pay less.","If you buy more, I can give a small discount.",Negative,Pending
NEG0667,Plumbing,3039.695628382492,2465.7898793595396,2545.5616177464926,16.137124277162567,Can you please lower the price a bit?,"If you buy more, I can give a small discount.",Negative,Pending
NEG0817,Saree,1247.7824857857152,941.8415481297211,1226.130755112481,1.9032260249301727,Can you please lower the price a bit?,"Okay, I can reduce a little for you.",Neutral,Pending
NEG0428,Chair,8971.284241999161,5141.872536629739,7927.188521879221,11.484128934477184,Can you make it a round number?,"Price firm, can’t reduce further.",Negative,Pending
NEG0220,Catering,7098.081570988834,5006.417673763831,6312.442598180992,11.070823262826536,"That's too expensive, I can pay less.","Alright, let’s meet halfway.",Negative,Pending
NEG0693,Shoes,9481.0,5069.0,7126.0,24.84,"Your price seems high, can we settle in between?",This is the best price I can offer.,Positive,Pending
NEG0597,Cupboard,4141.08907712163,3074.1628250539884,3765.8451416530597,8.858106230311174,Is there any discount if I buy more?,"Okay, I can reduce a little for you.",Negative,Pending
NEG0373,T-shirt,7356.776256707616,4450.154588645246,5327.470799074431,27.552026143463138,Can you make it a round number?,"Okay deal, I’ll accept that price.",Negative,Pending
NEG0280,Home Painting,7619.423641878893,7128.286912935839,7353.100548294896,3.4821034558968025,"I’m a regular customer, please give a better deal.","Price firm, can’t reduce further.",Positive,Pending
NEG0298,Bag,9710.0,8756.0,8951.0,7.82,Can you make it a round number?,"If you buy more, I can give a small discount.",Neutral,Pending
NEG0239,Bag,7898.0,6911.0,6980.0,11.62,"I’m a regular customer, please give a better deal.","Sorry, the price is already discounted.",Negative,Pending
NEG0685,Sofa,4600.0,3684.0,3818.0,17.0,Can you make it a round number?,"Okay, I can reduce a little for you.",Negative,Pending
NEG0734,Sunglasses,1147.9837460932645,919.6612486977548,1066.286680536157,7.161807388197039,"If I pay in cash, can I get a discount?","Okay, I can reduce a little for you.",Neutral,Pending
NEG0981,Plumbing,819.0,458.0,507.0,38.1,"If I pay in cash, can I get a discount?","Price firm, can’t reduce further.",Neutral,Pending
NEG0385,Cleaning Service,5158.542605896869,2758.584073958382,4614.559462811657,10.48851911888536,Can you please lower the price a bit?,"Price firm, can’t reduce further.",Negative,Pending
NEG0316,Sunglasses,4990.732005928943,4321.213481289008,4539.498123007686,8.701067874905508,Is there any discount if I buy more?,"Okay, I can reduce a little for you.",Neutral,Pending
NEG0519,Belt,8416.0,6243.0,8407.0,0.11,Is there any discount if I buy more?,"Okay, I can reduce a little for you.",Negative,Pending
NEG0477,Belt,2603.0,2147.0,2518.0,3.27,Can you make it a round number?,"If you buy more, I can give a small discount.",Positive,Pending
NEG0619,Jeans,7817.515882293677,5364.942900944877,6896.847684384928,11.656218910931159,Can you please lower the price a bit?,"Alright, let’s meet halfway.",Neutral,Pending
NEG0939,Tutoring,833.0,511.0,727.0,12.73,"If I pay in cash, can I get a discount?","If you buy more, I can give a small discount.",Negative,Pending
NEG0657,Home Painting,9836.0,5177.0,7562.0,23.12,"If I pay in cash, can I get a discount?","Okay, I can reduce a little for you.",Neutral,Pending
NEG0245,Bag,9710.662481874982,8840.135198122876,9061.192818538884,6.691572539611822,Can you please lower the price a bit?,"If you buy more, I can give a small discount.",Neutral,Pending
NEG0476,Catering,4856.4969525705,3050.4454255579926,4270.030888587973,11.72359512163786,Is there any discount if I buy more?,"If you buy more, I can give a small discount.",Neutral,Pending
NEG0550,Bed,8659.0,6121.0,7829.0,9.59,"I’m a regular customer, please give a better deal.","If you buy more, I can give a small discount.",Neutral,Pending
NEG0570,Sofa,3946.5981772544674,3612.048289521699,3808.9908862723373,3.490756307046872,Can you please lower the price a bit?,"Okay deal, I’ll accept that price.",Positive,Pending
NEG0920,Jacket,5950.18313409998,4514.6337318000415,5924.52852857571,0.43900638997996744,"That's too expensive, I can pay less.","Sorry, the price is already discounted.",Negative,Pending
NEG0473,Jacket,8612.007910459984,4929.805691004148,5215.460235843907,38.8202102486111,Is there any discount if I buy more?,"If you buy more, I can give a small discount.",Positive,Pending
NEG0209,Home Painting,2894.758632496825,1808.9907442084786,1919.755251190457,33.42092557915214,"If I pay in cash, can I get a discount?","Okay, I can reduce a little for you.",Negative,Pending
NEG0458,Jeans,7460.209007486534,4536.915531963194,5042.779069495963,32.32257363215883,Is there any discount if I buy more?,"If you buy more, I can give a small discount.",Negative,Pending
NEG0422,Bag,7865.0,5361.0,7755.0,1.4,"I’m a regular customer, please give a better deal.","Price firm, can’t reduce further.",Positive,Pending
NEG0248,Chair,7060.529374449475,4779.816521609905,6243.155153351783,11.595950215500775,"I’m a regular customer, please give a better deal.","Alright, let’s meet halfway.",Negative,Pending
NEG0642,Shoes,3521.0,2946.0,3075.0,12.67,Can you make it a round number?,"Price firm, can’t reduce further.",Positive,Pending
NEG0202,Catering,7087.597085244581,5067.968835762416,6304.3080833794165,11.053650398245434,"That's too expensive, I can pay less.","Alright, let’s meet halfway.",Negative,Pending
NEG0756,Jeans,9001.760712183588,5656.539454229574,8903.881846655133,1.0617736780999745,Can you make it a round number?,"Alright, let’s meet halfway.",Negative,Pending
NEG0575,Plumbing,5741.429644458855,5165.656305356558,5527.489308582179,3.725799520176176,"I’m a regular customer, please give a better deal.","Alright, let’s meet halfway.",Negative,Pending
NEG0746,Cupboard,3539.0,1801.0,3145.0,11.13,"That's too expensive, I can pay less.","Okay, I can reduce a little for you.",Negative,Pending
NEG0129,Cupboard,8853.555821578726,7020.724990591842,8725.014086964251,1.3763596948469918,Can you please lower the price a bit?,"Okay deal, I’ll accept that price.",Negative,Pending
NEG0198,Saree,6567.623658404058,3770.7641488990307,4157.359962014306,36.62891176696191,Can you please lower the price a bit?,"Okay deal, I’ll accept that price.",Neutral,Pending
NEG0492,Cupboard,7537.522221182067,4645.706268377623,4912.1749620745795,34.7938352842125,"I’m a regular customer, please give a better deal.","If you buy more, I can give a small discount.",Negative,Pending
NEG0846,Home Painting,9492.0,6721.0,7974.0,15.99,Is there any discount if I buy more?,This is the best price I can offer.,Neutral,Pending
NEG0180,Saree,6959.276360342542,4577.422147524926,5883.629465537364,15.445337509128347,Can you please lower the price a bit?,"If you buy more, I can give a small discount.",Neutral,Pending
NEG0435,Table,9060.239519355102,7165.461082938232,8543.568865160816,5.698323305025845,Can you please lower the price a bit?,"Sorry, the price is already discounted.",Negative,Pending
NEG0414,Jeans,5246.1994916771855,3239.138500090158,4297.33926257438,18.085489207078638,Is there any discount if I buy more?,"Okay, I can reduce a little for you.",Negative,Pending
NEG0593,Kurta,7766.904877186002,5345.211015409226,6978.850325572049,9.990540261817763,"If I pay in cash, can I get a discount?","Alright, let’s meet halfway.",Neutral,Pending
NEG0355,Chair,9384.342525972896,8330.281913323526,8887.71986300648,5.277855298945259,"I’m a regular customer, please give a better deal.","Okay, I can reduce a little for you.",Negative,Pending
NEG0710,T-shirt,8992.200692185123,5509.893727813087,6654.251830829828,26.017340525467727,"If I pay in cash, can I get a discount?","Sorry, the price is already discounted.",Positive,Pending
NEG0604,Home Painting,9540.634838480899,7069.687062329153,7770.393133817256,18.55363301145075,Can you make it a round number?,"Price firm, can’t reduce further.",Neutral,Pending
NEG0355,Cupboard,9449.0,8685.0,8806.0,6.8,Is there any discount if I buy more?,"Price firm, can’t reduce further.",Negative,Pending
NEG0564,Jeans,5990.0,3058.0,5617.0,6.23,"If I pay in cash, can I get a discount?",This is the best price I can offer.,Negative,Pending
NEG0477,Belt,2603.0,2147.0,2518.0,3.27,Can you make it a round number?,"If you buy more, I can give a small discount.",Positive,Pending
NEG0727,Catering,1522.4800910156953,1118.5315003551382,1159.650736825295,22.579155376423437,"I’m a regular customer, please give a better deal.","Sorry, the price is already discounted.",Neutral,Pending
NEG0849,Saree,6567.234603509446,5028.524907905962,5364.045887460015,18.069256506204383,"That's too expensive, I can pay less.","If you buy more, I can give a small discount.",Negative,Pending
NEG0881,Bed,1933.1860251579476,1722.331614499956,1833.661248018371,5.228685835981981,"If I pay in cash, can I get a discount?","Sorry, the price is already discounted.",Negative,Pending
NEG0960,Sunglasses,4154.0,2326.0,2925.0,29.59,"Your price seems high, can we settle in between?","If you buy more, I can give a small discount.",Negative,Pending
NEG0758,Jeans,1846.3147825157598,1445.1777973010219,1606.2259567178864,13.11674523246656,"I’m a regular customer, please give a better deal.","If you buy more, I can give a small discount.",Neutral,Pending
NEG0311,T-shirt,3241.794185547288,2415.0318457213257,3197.7773898507,1.3218696318429242,Can you please lower the price a bit?,"Sorry, the price is already discounted.",Negative,Pending
NEG0460,Shoes,3286.272387665845,2148.6419934339892,2236.8447523713726,31.985863889956242,"I’m a regular customer, please give a better deal.","Okay deal, I’ll accept that price.",Negative,Pending
NEG0703,Catering,4394.529416203838,2916.293162278554,3785.585580506242,13.522314815218934,"I’m a regular customer, please give a better deal.","Okay, I can reduce a little for you.",Negative,Pending
NEG0716,Shoes,5692.170485083057,5096.360524759972,5370.819054822456,5.620816904465285,"I’m a regular customer, please give a better deal.","If you buy more, I can give a small discount.",Negative,Pending
NEG0598,Chair,8612.595047078226,6046.17007233984,8573.76521317269,0.4294375914293773,"If I pay in cash, can I get a discount?","Okay deal, I’ll accept that price.",Negative,Pending
NEG0678,Sunglasses,8750.561106872694,5668.47964355761,6427.857035584217,26.561939024536642,Can you please lower the price a bit?,"Okay, I can reduce a little for you.",Neutral,Pending
NEG0516,Sofa,3593.8651763454814,2755.2981712833107,3066.461112147014,14.645329389990785,Is there any discount if I buy more?,"Sorry, the price is already discounted.",Positive,Pending
NEG0965,Plumbing,820.6249629045836,485.3922318201239,533.2315440311356,35.07060487074053,"If I pay in cash, can I get a discount?","Price firm, can’t reduce further.",Neutral,Pending
NEG0774,Plumbing,4639.56747093655,3534.0116799381944,3862.7817888119093,16.74848584365914,Can you please lower the price a bit?,"Okay, I can reduce a little for you.",Negative,Pending
NEG0626,Bed,8291.0,4420.0,7775.0,6.22,Is there any discount if I buy more?,"Alright, let’s meet halfway.",Neutral,Pending
NEG0189,Plumbing,7041.007277447091,4630.33575914903,5913.407223776526,16.01883765357919,Can you please lower the price a bit?,"Alright, let’s meet halfway.",Neutral,Pending
NEG0535,Cleaning Service,2191.6862384960045,1449.6042003209093,2079.44060834948,5.122281507326217,Can you make it a round number?,"Okay, I can reduce a little for you.",Neutral,Pending
NEG0879,Plumbing,1279.4645908239283,951.2519671764484,1265.8977068246816,1.077870391704216,Can you please lower the price a bit?,"Price firm, can’t reduce further.",Neutral,Pending
NEG0727,Cleaning Service,9621.139189052232,6567.076522139764,8227.495445176603,14.511638913206774,Is there any discount if I buy more?,"Price firm, can’t reduce further.",Neutral,Pending
NEG0661,Cupboard,1207.2454088728637,980.6707642976239,1081.5791469805752,10.264998225563982,Is there any discount if I buy more?,"Price firm, can’t reduce further.",Negative,Pending
NEG0081,Catering,3329.0,2175.0,3032.0,8.92,Can you make it a round number?,"Sorry, the price is already discounted.",Positive,Pending
NEG0717,Belt,1277.0086843605538,1013.9218407550158,1156.2635698852778,9.470942202791786,"I’m a regular customer, please give a better deal.","Price firm, can’t reduce further.",Negative,Pending
NEG0577,Cupboard,9316.289955221038,5080.149603031191,7472.6512942424915,19.701046602896405,Is there any discount if I buy more?,"Price firm, can’t reduce further.",Neutral,Pending
NEG0617,Cleaning Service,9696.977198125136,5159.417704468768,7612.702433624951,21.398570600314194,Can you please lower the price a bit?,"Okay, I can reduce a little for you.",Neutral,Pending
NEG0310,Home Painting,5134.5958352455455,4294.415807099987,5013.045601570824,2.3569162910056405,Is there any discount if I buy more?,"Price firm, can’t reduce further.",Neutral,Pending
NEG0472,Sunglasses,8425.37185038735,4630.187312179062,4955.249318065518,41.09623711259411,Can you please lower the price a bit?,"Sorry, the price is already discounted.",Positive,Pending
